Date,Year,Quarter,Quarter_Label,Month,Month_Name,Year_Month,Week_of_Year,Day_of_Week,Day_Name,Is_Weekend,Data_Type,Actual_Sales,Forecasted_Sales,Lower_Bound,Upper_Bound,Trend
2015-02-18,2015,1,Q1 2015,2,February,2015-02,8,2,Wednesday,0,Historical,105.844,-250.24995470471927,-4144.8084976635355,3685.667387476789,1485.2972733792444
2015-02-20,2015,1,Q1 2015,2,February,2015-02,8,4,Friday,0,Historical,316.78000000000003,619.3740169408607,-3252.9343167435536,4538.129260846466,1484.6975965209415
2015-02-21,2015,1,Q1 2015,2,February,2015-02,8,5,Saturday,1,Historical,2591.1,109.80893362359788,-3654.761170245938,3840.1702288592846,1484.3977580917901
2015-02-22,2015,1,Q1 2015,2,February,2015-02,8,6,Sunday,1,Historical,79.36,333.8780499143487,-3447.8053884115293,4329.550351253519,1484.0979196626388
2015-02-23,2015,1,Q1 2015,2,February,2015-02,9,0,Monday,0,Historical,37.775999999999996,610.3997963725261,-3279.234147929808,4589.733866165297,1483.7980812334874
2015-02-25,2015,1,Q1 2015,2,February,2015-02,9,2,Wednesday,0,Historical,25.869999999999997,-196.08868921972694,-4372.124375053156,3940.1133280739164,1483.1984043751845
2015-02-27,2015,1,Q1 2015,2,February,2015-02,9,4,Friday,0,Historical,1159.2710000000002,755.2815445631144,-3331.8740369939947,4622.722762223569,1482.5987275168816
2015-02-28,2015,1,Q1 2015,2,February,2015-02,9,5,Saturday,1,Historical,551.264,700.4262245334972,-3491.5737935777183,4627.61169735956,1482.2988890877302
2015-03-01,2015,1,Q1 2015,3,March,2015-03,9,6,Sunday,1,Historical,1642.1743999999999,1342.9148199575395,-2413.2057280786125,5058.159155876319,1481.9990506585789
2015-03-02,2015,1,Q1 2015,3,March,2015-03,10,0,Monday,0,Historical,899.5699999999999,1633.5155770105291,-2194.1743509263238,5762.269038927235,1481.6992122294275
2015-03-05,2015,1,Q1 2015,3,March,2015-03,10,3,Thursday,0,Historical,1969.267,826.7051347803799,-3394.4322497307676,4574.499840008005,1480.799696941973
2015-03-06,2015,1,Q1 2015,3,March,2015-03,10,4,Friday,0,Historical,1555.244,1132.7473903748185,-2619.3331397065954,5134.2073964045785,1480.4998585128214
2015-03-07,2015,1,Q1 2015,3,March,2015-03,10,5,Saturday,1,Historical,807.54,1157.6089630633626,-2992.7539127739487,5434.414460970005,1480.20002008367
2015-03-08,2015,1,Q1 2015,3,March,2015-03,10,6,Sunday,1,Historical,2563.2960000000003,1723.6607049416505,-2401.541626684022,5918.989862792751,1479.9001816545187
2015-03-09,2015,1,Q1 2015,3,March,2015-03,11,0,Monday,0,Historical,478.008,2005.3746806319004,-2108.660535025025,5824.139772575238,1479.6003432253674
2015-03-10,2015,1,Q1 2015,3,March,2015-03,11,1,Tuesday,0,Historical,90.93199999999999,1782.4740133120577,-2119.1154290743284,5759.625908328023,1479.3005047962158
2015-03-12,2015,1,Q1 2015,3,March,2015-03,11,3,Thursday,0,Historical,51.016000000000005,1840.3517950193757,-2223.764379048355,5559.334755175891,1478.7008279379131
2015-03-13,2015,1,Q1 2015,3,March,2015-03,11,4,Friday,0,Historical,1384.856,1846.3205520145675,-2051.7857381308204,5790.515738762109,1478.4009895087615
2015-03-14,2015,1,Q1 2015,3,March,2015-03,11,5,Saturday,1,Historical,707.9000000000001,1467.0876904432325,-2389.247325070874,5122.201342554035,1478.1011510796102
2015-03-15,2015,1,Q1 2015,3,March,2015-03,11,6,Sunday,1,Historical,16.776,1874.2996200999544,-2148.750438507357,5907.557501494323,1477.8013126504588
2015-03-16,2015,1,Q1 2015,3,March,2015-03,12,0,Monday,0,Historical,7230.209999999999,2317.251027400929,-1698.609360701447,6766.130643890053,1477.5014742213073
2015-03-17,2015,1,Q1 2015,3,March,2015-03,12,1,Tuesday,0,Historical,48.84,2377.4741891717917,-1470.1311116244276,6234.357367034109,1477.201635792156
2015-03-19,2015,1,Q1 2015,3,March,2015-03,12,3,Thursday,0,Historical,5652.9396,2831.068807731354,-1418.863625219146,6723.105938670554,1476.6019589338532
2015-03-20,2015,1,Q1 2015,3,March,2015-03,12,4,Friday,0,Historical,1548.194,2964.8891938321035,-1134.1952869755833,6988.981015817275,1476.3021205047016
2015-03-21,2015,1,Q1 2015,3,March,2015-03,12,5,Saturday,1,Historical,1270.3790000000001,2530.701974283096,-1350.979587005571,6540.531432274302,1476.0022820755503
2015-03-22,2015,1,Q1 2015,3,March,2015-03,12,6,Sunday,1,Historical,2481.424,2520.390441936393,-1550.5917235089307,6376.702392856451,1475.7028554388903
2015-03-23,2015,1,Q1 2015,3,March,2015-03,13,0,Monday,0,Historical,633.302,2252.593749582624,-1745.086655364243,6026.135453856972,1475.4034288022303
2015-03-24,2015,1,Q1 2015,3,March,2015-03,13,1,Tuesday,0,Historical,412.95,1651.4718108888424,-2321.913101360112,6035.096284137293,1475.1040021655704
2015-03-26,2015,1,Q1 2015,3,March,2015-03,13,3,Thursday,0,Historical,4623.37,1733.6460742366824,-2700.220591951921,5568.192446838011,1474.5051488922504
2015-03-27,2015,1,Q1 2015,3,March,2015-03,13,4,Friday,0,Historical,83.7,1828.393889792084,-2161.3204450389203,5658.328128983533,1474.2057222555904
2015-03-28,2015,1,Q1 2015,3,March,2015-03,13,5,Saturday,1,Historical,243.344,1263.6270288952617,-2549.943779213029,5326.949440031445,1473.9062956189305
2015-03-29,2015,1,Q1 2015,3,March,2015-03,13,6,Sunday,1,Historical,1559.0800000000002,1239.3736866350162,-2741.3653715186138,5283.105557177298,1473.6068689822705
2015-03-30,2015,1,Q1 2015,3,March,2015-03,14,0,Monday,0,Historical,571.224,1287.8367239112902,-2642.170263215243,5156.260805396376,1473.3074423456105
2015-03-31,2015,1,Q1 2015,3,March,2015-03,14,1,Tuesday,0,Historical,200.716,1204.7247110473925,-2773.93691814107,5155.156631289165,1473.0080157089506
2015-04-02,2015,2,Q2 2015,4,April,2015-04,14,3,Thursday,0,Historical,299.22,1595.4183500412805,-2238.433556941426,5746.7426099264985,1472.4091624356306
2015-04-04,2015,2,Q2 2015,4,April,2015-04,14,5,Saturday,1,Historical,1484.598,961.8233652055234,-2787.5481389977394,5176.341723219624,1471.8103091623107
2015-04-05,2015,2,Q2 2015,4,April,2015-04,14,6,Sunday,1,Historical,2974.058,1197.435092687638,-2806.2310012036005,4802.945617345351,1471.5108825256507
2015-04-06,2015,2,Q2 2015,4,April,2015-04,15,0,Monday,0,Historical,140.004,1446.4301102408704,-2540.899687998305,5315.264935985117,1471.2114558889907
2015-04-07,2015,2,Q2 2015,4,April,2015-04,15,1,Tuesday,0,Historical,907.436,1260.7911211539765,-2382.455400428066,5120.279172945088,1470.9120292523307
2015-04-09,2015,2,Q2 2015,4,April,2015-04,15,3,Thursday,0,Historical,757.992,1270.3823499108587,-2660.914945509455,5114.451423774153,1470.3131759790108
2015-04-10,2015,2,Q2 2015,4,April,2015-04,15,4,Friday,0,Historical,169.54199999999997,1366.2633217178818,-2423.5643343133534,5141.1502260841,1470.0137493423508
2015-04-11,2015,2,Q2 2015,4,April,2015-04,15,5,Saturday,1,Historical,1328.346,1066.8001308393013,-2917.973618185892,5014.516690427858,1469.7143227056908
2015-04-12,2015,2,Q2 2015,4,April,2015-04,15,6,Sunday,1,Historical,40.74,1350.2751848722053,-2501.982407235116,5137.504845375303,1469.4148960690309
2015-04-13,2015,2,Q2 2015,4,April,2015-04,16,0,Monday,0,Historical,3192.6780000000003,1484.7319001431445,-2585.6172106492795,5354.608165801495,1469.115469432371
2015-04-14,2015,2,Q2 2015,4,April,2015-04,16,1,Tuesday,0,Historical,35.208,1281.9309407328883,-2642.9888247807926,5335.717915873564,1468.816042795711
2015-04-16,2015,2,Q2 2015,4,April,2015-04,16,3,Thursday,0,Historical,4161.972,1763.7420888240808,-2226.204288374645,5714.021209851293,1468.217189522391
2015-04-17,2015,2,Q2 2015,4,April,2015-04,16,4,Friday,0,Historical,2745.106,1951.7750931383694,-2245.50844804973,5698.368328439658,1467.9177628857312
2015-04-18,2015,2,Q2 2015,4,April,2015-04,16,5,Saturday,1,Historical,2006.96,1549.5173265289227,-2645.741843882745,5412.531824001641,1467.6183362490713
2015-04-19,2015,2,Q2 2015,4,April,2015-04,16,6,Sunday,1,Historical,329.96,1685.846151146266,-2323.2334299519534,5787.745784706984,1467.3189096124113
2015-04-20,2015,2,Q2 2015,4,April,2015-04,17,0,Monday,0,Historical,1194.726,1693.7916712572794,-2050.6216784813582,5710.3924652722335,1467.0194829757513
2015-04-21,2015,2,Q2 2015,4,April,2015-04,17,1,Tuesday,0,Historical,893.0899999999999,1273.981317610591,-2521.518308300845,5174.519984804872,1466.7200563390913
2015-04-22,2015,2,Q2 2015,4,April,2015-04,17,2,Wednesday,0,Historical,152.916,326.67326824683994,-4029.778307266763,4281.428485593047,1466.4206297024314
2015-04-24,2015,2,Q2 2015,4,April,2015-04,17,4,Friday,0,Historical,25.99,1122.2745581947315,-2746.971196117704,4951.021611516352,1465.8217764291114
2015-04-25,2015,2,Q2 2015,4,April,2015-04,17,5,Saturday,1,Historical,920.946,937.4784895825761,-3019.8507818827916,5058.6629984362635,1465.5223497924517
2015-04-26,2015,2,Q2 2015,4,April,2015-04,17,6,Sunday,1,Historical,2090.1055,1308.2972506736812,-2690.3777648642786,5486.508436901054,1465.2244748958494
2015-04-27,2015,2,Q2 2015,4,April,2015-04,18,0,Monday,0,Historical,2719.59,1316.1130773994876,-2789.699160820205,5322.828785799984,1464.9265999992472
2015-04-28,2015,2,Q2 2015,4,April,2015-04,18,1,Tuesday,0,Historical,4044.3619999999996,756.5723217250065,-3259.2278628993326,4835.172666818421,1464.628725102645
2015-04-29,2015,2,Q2 2015,4,April,2015-04,18,2,Wednesday,0,Historical,7.968,-151.22865051533677,-4022.143511420255,3695.66358476236,1464.3308502060427
2015-04-30,2015,2,Q2 2015,4,April,2015-04,18,3,Thursday,0,Historical,1571.695,873.2808430690213,-3210.149568246515,4624.300979269567,1464.0329753094404
2015-05-01,2015,2,Q2 2015,5,May,2015-05,18,4,Friday,0,Historical,450.94,1344.0310250250948,-2445.124039835333,5430.109457064195,1463.7351004128382
2015-05-02,2015,2,Q2 2015,5,May,2015-05,18,5,Saturday,1,Historical,167.232,1219.7829875197929,-2511.498186927874,5253.9431108246845,1463.437225516236
2015-05-03,2015,2,Q2 2015,5,May,2015-05,18,6,Sunday,1,Historical,2198.76,1343.7443269927467,-2975.907250443157,5178.534210989608,1463.1393506196337
2015-05-04,2015,2,Q2 2015,5,May,2015-05,19,0,Monday,0,Historical,1121.362,1124.37181493974,-2616.602578859075,5415.894485928459,1462.8414757230314
2015-05-07,2015,2,Q2 2015,5,May,2015-05,19,3,Thursday,0,Historical,305.622,858.7075217066905,-3146.171508717409,4621.21152989257,1461.9478510332249
2015-05-08,2015,2,Q2 2015,5,May,2015-05,19,4,Friday,0,Historical,3981.968,1124.665047279107,-2807.96691371888,5167.76883550609,1461.6499761366226
2015-05-09,2015,2,Q2 2015,5,May,2015-05,19,5,Saturday,1,Historical,48.81,886.5740506411089,-3167.852500696845,4943.551204945646,1461.3521012400204
2015-05-10,2015,2,Q2 2015,5,May,2015-05,19,6,Sunday,1,Historical,154.442,1222.8845294457642,-2821.1332197239094,4863.666167751997,1461.054226343418
2015-05-11,2015,2,Q2 2015,5,May,2015-05,20,0,Monday,0,Historical,191.968,1404.7778258115418,-2827.0101227173295,5544.443054293056,1460.7563514468159
2015-05-12,2015,2,Q2 2015,5,May,2015-05,20,1,Tuesday,0,Historical,1060.35,1093.550161258856,-2960.547526631411,5088.621566101986,1460.4584765502136
2015-05-13,2015,2,Q2 2015,5,May,2015-05,20,2,Wednesday,0,Historical,238.384,196.1930936610698,-3890.9913132806996,4074.390679103454,1460.1606016536114
2015-05-14,2015,2,Q2 2015,5,May,2015-05,20,3,Thursday,0,Historical,3141.1994999999997,887.3698831273766,-3048.0198497173124,5054.636617223615,1459.862726757009
2015-05-15,2015,2,Q2 2015,5,May,2015-05,20,4,Friday,0,Historical,69.908,953.4396517528207,-2879.752282750855,5019.741843053193,1459.5648518604069
2015-05-16,2015,2,Q2 2015,5,May,2015-05,20,5,Saturday,1,Historical,255.968,718.1869052667744,-3115.69115029971,4776.173764770345,1459.2669769638048
2015-05-17,2015,2,Q2 2015,5,May,2015-05,20,6,Sunday,1,Historical,134.46800000000002,1124.7117254672062,-2711.400055830961,5421.885160664841,1458.9691020672026
2015-05-18,2015,2,Q2 2015,5,May,2015-05,21,0,Monday,0,Historical,10.86,1367.3108345244434,-2797.1913039113447,5002.3032625261485,1458.6712271706003
2015-05-20,2015,2,Q2 2015,5,May,2015-05,21,2,Wednesday,0,Historical,169.54399999999998,606.4816777281189,-3339.3896395668385,4843.503174749953,1458.0754773773958
2015-05-21,2015,2,Q2 2015,5,May,2015-05,21,3,Thursday,0,Historical,72.332,1606.7484398054116,-1982.2720468486598,5329.224341244576,1457.7776024807936
2015-05-22,2015,2,Q2 2015,5,May,2015-05,21,4,Friday,0,Historical,3862.0980000000004,1749.151696562068,-2267.0238121529997,5659.836513689054,1457.4797275841916
2015-05-23,2015,2,Q2 2015,5,May,2015-05,21,5,Saturday,1,Historical,1304.956,1321.4562362455138,-2789.976330680028,5236.4626756239095,1457.181852687589
2015-05-24,2015,2,Q2 2015,5,May,2015-05,21,6,Sunday,1,Historical,610.3069999999999,1001.3110533118438,-3180.6231661530674,4976.613904398353,1456.8839777909868
2015-05-25,2015,2,Q2 2015,5,May,2015-05,22,0,Monday,0,Historical,1739.4180000000001,2687.9350987423227,-1458.3026417640567,6705.447667842361,1456.5861028943846
2015-05-26,2015,2,Q2 2015,5,May,2015-05,22,1,Tuesday,0,Historical,982.5640000000001,1299.7442513599217,-2593.055655092199,5187.654490505819,1456.2882279977823
2015-05-28,2015,2,Q2 2015,5,May,2015-05,22,3,Thursday,0,Historical,794.146,1694.9078149353932,-2221.6775646094457,5464.390600874393,1455.692478204578
2015-05-29,2015,2,Q2 2015,5,May,2015-05,22,4,Friday,0,Historical,1204.842,1682.1075877478547,-2495.1028550708083,5759.852154975547,1455.3946033079756
2015-05-30,2015,2,Q2 2015,5,May,2015-05,22,5,Saturday,1,Historical,681.1,1422.2522553377837,-2754.120025317326,5101.981123655209,1456.1134581727938
2015-05-31,2015,2,Q2 2015,5,May,2015-05,22,6,Sunday,1,Historical,5178.138,1960.486918343613,-1819.822265254614,6144.778052987065,1456.832313037612
2015-06-01,2015,2,Q2 2015,6,June,2015-06,23,0,Monday,0,Historical,834.1980000000001,2313.559586167815,-1630.2258077681129,6182.095213860628,1457.55116790243
2015-06-04,2015,2,Q2 2015,6,June,2015-06,23,3,Thursday,0,Historical,1192.31,1359.3486299616886,-2408.671763954131,5201.910116829156,1459.7077324968848
2015-06-05,2015,2,Q2 2015,6,June,2015-06,23,4,Friday,0,Historical,1533.1979999999999,1386.6331570023397,-2505.5521688914837,5377.055761610125,1460.4265873617028
2015-06-07,2015,2,Q2 2015,6,June,2015-06,23,6,Sunday,1,Historical,59.768,1642.9411671091739,-2187.8151798254316,5590.4942449413675,1461.864297091339
2015-06-08,2015,2,Q2 2015,6,June,2015-06,24,0,Monday,0,Historical,1083.112,1820.5356657938041,-2153.4941973559257,5767.692185536838,1462.5831519561573
2015-06-09,2015,2,Q2 2015,6,June,2015-06,24,1,Tuesday,0,Historical,797.116,1488.0347532277465,-2348.4321041829153,5400.983434534328,1463.3020068209753
2015-06-11,2015,2,Q2 2015,6,June,2015-06,24,3,Thursday,0,Historical,3373.5640000000003,1412.7649523378338,-2680.495181198235,5521.559918203735,1464.7397165506115
2015-06-12,2015,2,Q2 2015,6,June,2015-06,24,4,Friday,0,Historical,174.476,1379.719110651612,-2926.9001031696075,5495.793248197645,1465.45857141543
2015-06-13,2015,2,Q2 2015,6,June,2015-06,24,5,Saturday,1,Historical,1128.898,903.2418955924405,-2741.1649858783962,4834.312445944825,1466.177426280248
2015-06-14,2015,2,Q2 2015,6,June,2015-06,24,6,Sunday,1,Historical,51.072,1147.4191065112732,-3231.8261373557707,5142.749252240539,1466.8962811450663
2015-06-15,2015,2,Q2 2015,6,June,2015-06,25,0,Monday,0,Historical,734.144,1441.756684628878,-2644.4229670404397,5330.476249177706,1467.6151360098843
2015-06-16,2015,2,Q2 2015,6,June,2015-06,25,1,Tuesday,0,Historical,3443.904,1428.337993221541,-2402.4544852629674,5308.19996471354,1468.3339908747025
2015-06-18,2015,2,Q2 2015,6,June,2015-06,25,3,Thursday,0,Historical,1883.087,1850.3687019973474,-2009.955046219697,5705.418238762175,1469.771700604339
2015-06-19,2015,2,Q2 2015,6,June,2015-06,25,4,Friday,0,Historical,446.346,1983.7533655583254,-2321.9900233592243,5883.944442399661,1470.490555469157
2015-06-20,2015,2,Q2 2015,6,June,2015-06,25,5,Saturday,1,Historical,829.544,1607.1705062098272,-2514.9455398781065,5655.383231787133,1471.2094103339753
2015-06-21,2015,2,Q2 2015,6,June,2015-06,25,6,Sunday,1,Historical,107.976,1710.6289538072833,-2369.0364694399996,5612.056831940478,1471.9282651987933
2015-06-22,2015,2,Q2 2015,6,June,2015-06,26,0,Monday,0,Historical,2018.953,1537.9013263698423,-2602.6104488681854,5817.908988192821,1472.6471200636115
2015-06-23,2015,2,Q2 2015,6,June,2015-06,26,1,Tuesday,0,Historical,836.9580000000001,940.5342754456051,-3104.9056845953164,5030.974227505117,1473.3659749284295
2015-06-25,2015,2,Q2 2015,6,June,2015-06,26,3,Thursday,0,Historical,857.08,963.450599082963,-2962.8629849027566,4888.240815997843,1474.8036846580658
2015-06-26,2015,2,Q2 2015,6,June,2015-06,26,4,Friday,0,Historical,1592.1960000000001,1156.36333357402,-2752.17127032777,4905.580850596633,1475.5225395228842
2015-06-28,2015,2,Q2 2015,6,June,2015-06,26,6,Sunday,1,Historical,1386.466,684.45395504577,-3287.5346102017675,4781.936232334784,1476.9602492525205
2015-06-29,2015,2,Q2 2015,6,June,2015-06,27,0,Monday,0,Historical,432.92600000000004,632.0392032920394,-3499.5964385117836,4766.57227531253,1477.6791041173385
2015-07-02,2015,3,Q3 2015,7,July,2015-07,27,3,Thursday,0,Historical,1631.902,1234.2401526249537,-2770.227885106009,5313.457555209462,1479.8356687117932
2015-07-03,2015,3,Q3 2015,7,July,2015-07,27,4,Friday,0,Historical,823.982,1046.510873354703,-2827.148991426846,5113.932577552344,1480.5545235766112
2015-07-04,2015,3,Q3 2015,7,July,2015-07,27,5,Saturday,1,Historical,1138.288,762.1209977366825,-3082.6275610702282,4612.040137102595,1481.2733784414295
2015-07-05,2015,3,Q3 2015,7,July,2015-07,27,6,Sunday,1,Historical,121.646,1002.538154019834,-2777.3406416995144,5087.043547382192,1481.9922333062475
2015-07-06,2015,3,Q3 2015,7,July,2015-07,28,0,Monday,0,Historical,1379.812,1180.3848799856328,-2765.3927664977564,5221.800493970064,1482.7110881710657
2015-07-08,2015,3,Q3 2015,7,July,2015-07,28,2,Wednesday,0,Historical,21.12,276.2484934070956,-3607.820747818092,4260.4323458747285,1484.1533678369703
2015-07-09,2015,3,Q3 2015,7,July,2015-07,28,3,Thursday,0,Historical,1587.114,1097.467764378228,-2717.9978936788475,4975.883805279359,1484.8745076699224
2015-07-10,2015,3,Q3 2015,7,July,2015-07,28,4,Friday,0,Historical,43.286,1202.0538561283474,-2708.0747493378976,5218.067269122143,1485.5956475028747
2015-07-11,2015,3,Q3 2015,7,July,2015-07,28,5,Saturday,1,Historical,1941.952,942.5185746622805,-2800.0310960932757,4742.373351476038,1486.3167873358273
2015-07-12,2015,3,Q3 2015,7,July,2015-07,28,6,Sunday,1,Historical,2052.567,1310.2141596924107,-2550.2164733415375,5391.957276842314,1487.0379271687793
2015-07-13,2015,3,Q3 2015,7,July,2015-07,29,0,Monday,0,Historical,2033.2559999999999,1503.5084105132185,-2409.145439031935,5379.182245251353,1487.7590670017316
2015-07-14,2015,3,Q3 2015,7,July,2015-07,29,1,Tuesday,0,Historical,860.9159999999999,1288.6492984367126,-2878.873228258288,5294.5461101184355,1488.4802068346837
2015-07-16,2015,3,Q3 2015,7,July,2015-07,29,3,Thursday,0,Historical,3029.386,1732.8762547761303,-2119.765505960089,5891.6454995972745,1489.9224865005883
2015-07-17,2015,3,Q3 2015,7,July,2015-07,29,4,Friday,0,Historical,448.082,1965.5613683470601,-1793.3138481848039,6196.827267368216,1490.6436263335406
2015-07-18,2015,3,Q3 2015,7,July,2015-07,29,5,Saturday,1,Historical,672.418,1595.5793205832792,-2203.632550922589,5721.114020207879,1491.364766166493
2015-07-19,2015,3,Q3 2015,7,July,2015-07,29,6,Sunday,1,Historical,2.025,1743.6722738502892,-1911.8225775591225,5643.101389980808,1492.085905999445
2015-07-20,2015,3,Q3 2015,7,July,2015-07,30,0,Monday,0,Historical,2693.168,1774.4707354307518,-2428.4162600628993,5761.403515119644,1492.8070458323973
2015-07-23,2015,3,Q3 2015,7,July,2015-07,30,3,Thursday,0,Historical,208.272,1333.069740561753,-3183.5290125570828,4982.316955912798,1494.9704653312542
2015-07-24,2015,3,Q3 2015,7,July,2015-07,30,4,Friday,0,Historical,525.95,1404.8459118203589,-3197.9896292351496,5251.725549824017,1495.6916051642063
2015-07-25,2015,3,Q3 2015,7,July,2015-07,30,5,Saturday,1,Historical,2395.024,1173.5674814032313,-2752.5176195372965,5344.7449825270505,1496.4127449971586
2015-07-26,2015,3,Q3 2015,7,July,2015-07,30,6,Sunday,1,Historical,969.225,1594.1549654742782,-2700.7434609567117,5546.027985773199,1497.133884830111
2015-07-27,2015,3,Q3 2015,7,July,2015-07,31,0,Monday,0,Historical,29.97,1704.168357348198,-2299.7507731174,5663.768452939685,1497.8550246630632
2015-07-30,2015,3,Q3 2015,7,July,2015-07,31,3,Thursday,0,Historical,443.802,1034.7268703253449,-2988.7415655445943,4796.746680174511,1500.01844416192
2015-07-31,2015,3,Q3 2015,7,July,2015-07,31,4,Friday,0,Historical,3712.162,1496.2962791685106,-2390.2542701896364,5681.934052244084,1500.7395839948722
2015-08-01,2015,3,Q3 2015,8,August,2015-08,31,5,Saturday,1,Historical,1011.696,1530.5386338965031,-2487.6064868554745,5603.224955487655,1501.4607238278245
2015-08-02,2015,3,Q3 2015,8,August,2015-08,31,6,Sunday,1,Historical,1290.478,1871.0047892876526,-2072.1559609521983,5761.922218520063,1502.1818636607766
2015-08-05,2015,3,Q3 2015,8,August,2015-08,32,2,Wednesday,0,Historical,72.65,166.87664734650377,-3866.3781220834535,4244.2575190217,1504.3452831596335
2015-08-06,2015,3,Q3 2015,8,August,2015-08,32,3,Thursday,0,Historical,494.86920000000003,1111.7549866245536,-2908.841909424463,5156.122017411749,1505.0664229925858
2015-08-07,2015,3,Q3 2015,8,August,2015-08,32,4,Friday,0,Historical,968.206,1355.246720909711,-2795.087724537732,5337.804485199682,1505.787562825538
2015-08-08,2015,3,Q3 2015,8,August,2015-08,32,5,Saturday,1,Historical,840.102,1086.8204677109688,-2772.4221223816053,5180.214182508779,1506.5087026584902
2015-08-09,2015,3,Q3 2015,8,August,2015-08,32,6,Sunday,1,Historical,4878.392000000001,1393.3701731986491,-2616.2185324384723,5110.59098836149,1507.2298424914422
2015-08-10,2015,3,Q3 2015,8,August,2015-08,33,0,Monday,0,Historical,851.4739999999999,1566.4408294285254,-2374.2798460313397,5608.308517660249,1507.9509823243948
2015-08-11,2015,3,Q3 2015,8,August,2015-08,33,1,Tuesday,0,Historical,196.112,1285.287967168921,-2742.221914909961,5167.931452600852,1508.672122157347
2015-08-13,2015,3,Q3 2015,8,August,2015-08,33,3,Thursday,0,Historical,586.896,1098.3405448212034,-2870.263906297888,4845.360890372572,1510.1144018232515
2015-08-15,2015,3,Q3 2015,8,August,2015-08,33,5,Saturday,1,Historical,497.59000000000003,712.5290906144996,-3183.322492631886,4565.553774905057,1511.556681489156
2015-08-16,2015,3,Q3 2015,8,August,2015-08,33,6,Sunday,1,Historical,3378.9320000000002,1067.086913132488,-3358.9433129281415,4973.957377267649,1512.278353246401
2015-08-17,2015,3,Q3 2015,8,August,2015-08,34,0,Monday,0,Historical,381.64,1282.8380118789569,-2903.282682308864,5299.643112953708,1513.000025003646
2015-08-21,2015,3,Q3 2015,8,August,2015-08,34,4,Friday,0,Historical,2827.52,1729.9121962774116,-2167.9939178046466,5937.899215223453,1515.8867120326254
2015-08-22,2015,3,Q3 2015,8,August,2015-08,34,5,Saturday,1,Historical,66.632,1373.7632014385729,-2496.308504619667,5122.620929099464,1516.6083837898705
2015-08-23,2015,3,Q3 2015,8,August,2015-08,34,6,Sunday,1,Historical,1202.278,1558.1275518121695,-2661.0534030683407,5893.747748505574,1517.3300555471155
2015-08-24,2015,3,Q3 2015,8,August,2015-08,35,0,Monday,0,Historical,7194.775000000001,1698.1410008599298,-2228.181049921829,5737.0646384210295,1518.0517273043602
2015-08-25,2015,3,Q3 2015,8,August,2015-08,35,1,Tuesday,0,Historical,178.52599999999998,1573.9863472400764,-2404.177917488214,5536.29777365454,1518.7733990616052
2015-08-27,2015,3,Q3 2015,8,August,2015-08,35,3,Thursday,0,Historical,639.9739999999999,1858.4560942983933,-1948.7391137447103,5698.837604385779,1520.216742576095
2015-08-28,2015,3,Q3 2015,8,August,2015-08,35,4,Friday,0,Historical,6491.293,1843.1506194213794,-2199.3525975952866,6000.338154194106,1520.9384143333398
2015-08-29,2015,3,Q3 2015,8,August,2015-08,35,5,Saturday,1,Historical,246.5,1474.209687635521,-2635.771211327264,5598.58493829291,1521.6600860905846
2015-08-31,2015,3,Q3 2015,8,August,2015-08,36,0,Monday,0,Historical,2601.797,2512.159784858572,-1120.8327312178376,6539.23685217781,1523.1034296050748
2015-09-01,2015,3,Q3 2015,9,September,2015-09,36,1,Tuesday,0,Historical,2367.564,2422.910775624793,-1539.138840464685,6252.329631356925,1523.8251013623194
2015-09-03,2015,3,Q3 2015,9,September,2015-09,36,3,Thursday,0,Historical,1874.898,2102.9033724903506,-1856.1695636220218,6123.775093677108,1525.2684448768093
2015-09-04,2015,3,Q3 2015,9,September,2015-09,36,4,Friday,0,Historical,1071.284,2072.9316748575748,-1937.7859000259218,5994.359091325902,1525.9901166340542
2015-09-05,2015,3,Q3 2015,9,September,2015-09,36,5,Saturday,1,Historical,934.1030000000001,1846.025071121004,-2412.92632630261,6003.5789063468,1526.7117883912993
2015-09-06,2015,3,Q3 2015,9,September,2015-09,36,6,Sunday,1,Historical,1005.654,2072.9197725259955,-1939.1447802976916,5841.766359564013,1527.4334601485439
2015-09-07,2015,3,Q3 2015,9,September,2015-09,37,0,Monday,0,Historical,2922.667,2831.2688915127524,-1103.2913067399002,6726.442805742044,1528.155131905789
2015-09-08,2015,3,Q3 2015,9,September,2015-09,37,1,Tuesday,0,Historical,89.64,2048.731130730393,-1839.1653776730532,5977.6598538751405,1528.876803663034
2015-09-10,2015,3,Q3 2015,9,September,2015-09,37,3,Thursday,0,Historical,1415.726,2555.8746748379854,-1316.9117721022742,6499.422012179934,1530.3201471775237
2015-09-11,2015,3,Q3 2015,9,September,2015-09,37,4,Friday,0,Historical,1962.13,2676.127398451849,-1137.588362349501,6682.505187897905,1531.0418189347688
2015-09-12,2015,3,Q3 2015,9,September,2015-09,37,5,Saturday,1,Historical,707.824,2289.5533481425723,-1514.4354212306666,6367.589242940124,1531.7634906920134
2015-09-13,2015,3,Q3 2015,9,September,2015-09,37,6,Sunday,1,Historical,3445.772,2568.3078714359467,-1161.9271597561783,6476.607209295812,1532.4851624492583
2015-09-14,2015,3,Q3 2015,9,September,2015-09,38,0,Monday,0,Historical,3262.42,2854.7660332172304,-1190.9249096723945,7086.306250401291,1533.2068342065033
